stkcd,trdate,clprice
600028 中國石化,2012/02/29,4.911
600030 中信證券,2012/02/29,10.819
600036 招商銀行,2012/02/29,10.5
600048 保利地產,2012/02/29,5.639
600050 中國聯通,2012/02/29,4.66
600104 上汽集團,2012/02/29,12.994
600109 國金證券,2012/02/29,5.45
600111 北方稀土,2012/02/29,17.949
600150 中國船舶,2012/02/29,22.976
600518 康美藥業,2012/02/29,6.113
600519 貴州茅台,2012/02/29,154.031
600585 海螺水泥,2012/02/29,16.453
600637 東方明珠,2012/02/29,16.761
600795 國電電力,2012/02/29,2.319
600837 海通證券,2012/02/29,8.492
600887 伊利股份,2012/02/29,6.983
600893 中航動力,2012/02/29,15.023
600999 招商證券,2012/02/29,11.142
601006 大秦鐵路,2012/02/29,6.132
601088 中國神華,2012/02/29,25.108
601166 興業銀行,2012/02/29,8.27
601169 北京銀行,2012/02/29,5.517
601186 中國鐵建,2012/02/29,4.106
601288 農業銀行,2012/02/29,2.182
601318 中國平安,2012/02/29,19.384
601328 交通銀行,2012/02/29,4.162
601336 新華保險,2012/02/29,28.993
601390 中國中鐵,2012/02/29,2.59
601398 工商銀行,2012/02/29,3.52
601601 中國太保,2012/02/29,19.437
601628 中國人壽,2012/02/29,17.678
601668 中國建築,2012/02/29,2.89
601669 中國電建,2012/02/29,3.989
601688 華泰證券,2012/02/29,8.413
601766 中國中車,2012/02/29,4.488
601818 光大銀行,2012/02/29,2.609
601857 中國石油,2012/02/29,9.262
601901 方正證券,2012/02/29,4.72
601988 中國銀行,2012/02/29,2.447
601989 中國重工,2012/02/29,5.887
601998 中信銀行,2012/02/29,3.94
600000 浦發銀行,2012/02/28,7.856
600010 包鋼股份,2012/02/28,2.585
600015 華夏銀行,2012/02/28,6.416
600016 民生銀行,2012/02/28,4.729
600018 上港集團,2012/02/28,2.658
600028 中國石化,2012/02/28,4.962
600030 中信證券,2012/02/28,11.011
600036 招商銀行,2012/02/28,10.557
600048 保利地產,2012/02/28,5.832
600050 中國聯通,2012/02/28,4.746
600104 上汽集團,2012/02/28,13.159
600109 國金證券,2012/02/28,5.558
600111 北方稀土,2012/02/28,17.748
600150 中國船舶,2012/02/28,22.93
600518 康美藥業,2012/02/28,6.181
600519 貴州茅台,2012/02/28,151.228
600585 海螺水泥,2012/02/28,16.949
600637 東方明珠,2012/02/28,16.801
600795 國電電力,2012/02/28,2.319
600837 海通證券,2012/02/28,8.663
600887 伊利股份,2012/02/28,7.047
600893 中航動力,2012/02/28,15.15
600999 招商證券,2012/02/28,11.243
601006 大秦鐵路,2012/02/28,6.197
601088 中國神華,2012/02/28,25.399
601166 興業銀行,2012/02/28,8.27
601169 北京銀行,2012/02/28,5.517
601186 中國鐵建,2012/02/28,4.152
601288 農業銀行,2012/02/28,2.19
601318 中國平安,2012/02/28,19.807
601328 交通銀行,2012/02/28,4.203
601336 新華保險,2012/02/28,29.071
601390 中國中鐵,2012/02/28,2.627
601398 工商銀行,2012/02/28,3.535
601601 中國太保,2012/02/28,19.973
601628 中國人壽,2012/02/28,18.169
601668 中國建築,2012/02/28,2.978
601669 中國電建,2012/02/28,4.025
601688 華泰證券,2012/02/28,8.62
601766 中國中車,2012/02/28,4.588
601818 光大銀行,2012/02/28,2.626
601857 中國石油,2012/02/28,9.332
601901 方正證券,2012/02/28,4.838
601988 中國銀行,2012/02/28,2.447
601989 中國重工,2012/02/28,5.984
601998 中信銀行,2012/02/28,3.993
600000 浦發銀行,2012/02/27,7.71
600010 包鋼股份,2012/02/27,2.55
600015 華夏銀行,2012/02/27,6.367
600016 民生銀行,2012/02/27,4.665
600018 上港集團,2012/02/27,2.658
600028 中國石化,2012/02/27,4.956
600030 中信證券,2012/02/27,10.966
600036 招商銀行,2012/02/27,10.459
600048 保利地產,2012/02/27,5.867
600050 中國聯通,2012/02/27,4.756
600104 上汽集團,2012/02/27,13.15
600109 國金證券,2012/02/27,5.597
600111 北方稀土,2012/02/27,17.222
600150 中國船舶,2012/02/27,22.709
600518 康美藥業,2012/02/27,6.205
600519 貴州茅台,2012/02/27,149.541
600585 海螺水泥,2012/02/27,16.774
600637 東方明珠,2012/02/27,16.94
600795 國電電力,2012/02/27,2.31
600837 海通證券,2012/02/27,8.615
600887 伊利股份,2012/02/27,6.986
600893 中航動力,2012/02/27,15.592
600999 招商證券,2012/02/27,11.142
601006 大秦鐵路,2012/02/27,6.173
601088 中國神華,2012/02/27,25.49
601166 興業銀行,2012/02/27,8.27
601169 北京銀行,2012/02/27,5.368
601186 中國鐵建,2012/02/27,4.152
601288 農業銀行,2012/02/27,2.174
601318 中國平安,2012/02/27,19.712
601328 交通銀行,2012/02/27,4.137
601336 新華保險,2012/02/27,29.753
601390 中國中鐵,2012/02/27,2.627
601398 工商銀行,2012/02/27,3.528
601601 中國太保,2012/02/27,19.955
601628 中國人壽,2012/02/27,18.122
601668 中國建築,2012/02/27,2.952
601669 中國電建,2012/02/27,3.918
601688 華泰證券,2012/02/27,8.601
601766 中國中車,2012/02/27,4.606
601818 光大銀行,2012/02/27,2.592
601857 中國石油,2012/02/27,9.288
601901 方正證券,2012/02/27,4.897
601988 中國銀行,2012/02/27,2.439
601989 中國重工,2012/02/27,5.965
601998 中信銀行,2012/02/27,3.914
600000 浦發銀行,2012/02/24,7.734
600010 包鋼股份,2012/02/24,2.525
600015 華夏銀行,2012/02/24,6.411
600016 民生銀行,2012/02/24,4.686
600018 上港集團,2012/02/24,2.64
600028 中國石化,2012/02/24,4.917
600030 中信證券,2012/02/24,10.81
600036 招商銀行,2012/02/24,10.508
600048 保利地產,2012/02/24,5.944
600050 中國聯通,2012/02/24,4.737
600104 上汽集團,2012/02/24,13.192
600109 國金證券,2012/02/24,5.563
600111 北方稀土,2012/02/24,16.302
600150 中國船舶,2012/02/24,22.572
600518 康美藥業,2012/02/24,6.239
600519 貴州茅台,2012/02/24,149.225
600585 海螺水泥,2012/02/24,16.765
600637 東方明珠,2012/02/24,16.423
600795 國電電力,2012/02/24,2.277
600837 海通證券,2012/02/24,8.615
600887 伊利股份,2012/02/24,6.831
600893 中航動力,2012/02/24,15.858
600999 招商證券,2012/02/24,11.058
601006 大秦鐵路,2012/02/24,6.141
601088 中國神華,2012/02/24,25.59
601166 興業銀行,2012/02/24,8.299
601169 北京銀行,2012/02/24,5.347
601186 中國鐵建,2012/02/24,4.152
601288 農業銀行,2012/02/24,2.174
601318 中國平安,2012/02/24,19.793
601328 交通銀行,2012/02/24,4.137
601336 新華保險,2012/02/24,30.152
601390 中國中鐵,2012/02/24,2.609
601398 工商銀行,2012/02/24,3.528
601601 中國太保,2012/02/24,20.075
601628 中國人壽,2012/02/24,18.188
601668 中國建築,2012/02/24,2.961
601669 中國電建,2012/02/24,3.856
601688 華泰證券,2012/02/24,8.47
601766 中國中車,2012/02/24,4.542
601818 光大銀行,2012/02/24,2.583
601857 中國石油,2012/02/24,9.182
601901 方正證券,2012/02/24,4.838
601988 中國銀行,2012/02/24,2.447
601989 中國重工,2012/02/24,5.965
601998 中信銀行,2012/02/24,3.914
600000 浦發銀行,2012/02/23,7.588
600010 包鋼股份,2012/02/23,2.516
600015 華夏銀行,2012/02/23,6.279
600016 民生銀行,2012/02/23,4.629
600018 上港集團,2012/02/23,2.606
600028 中國石化,2012/02/23,4.891
600030 中信證券,2012/02/23,10.553
600036 招商銀行,2012/02/23,10.37
600048 保利地產,2012/02/23,5.74
600050 中國聯通,2012/02/23,4.718
600104 上汽集團,2012/02/23,13.126
600109 國金證券,2012/02/23,5.45
600111 北方稀土,2012/02/23,16.16
600150 中國船舶,2012/02/23,22.238
600518 康美藥業,2012/02/23,6.195
600519 貴州茅台,2012/02/23,146.384
600585 海螺水泥,2012/02/23,16.178
600637 東方明珠,2012/02/23,16.582
600795 國電電力,2012/02/23,2.268
600837 海通證券,2012/02/23,8.426
600887 伊利股份,2012/02/23,6.773
600893 中航動力,2012/02/23,15.642
600999 招商證券,2012/02/23,10.891
601006 大秦鐵路,2012/02/23,6.1
601088 中國神華,2012/02/23,25.263
601166 興業銀行,2012/02/23,8.16
601169 北京銀行,2012/02/23,5.29
601186 中國鐵建,2012/02/23,4.106
601288 農業銀行,2012/02/23,2.15
601318 中國平安,2012/02/23,19.475
601328 交通銀行,2012/02/23,4.104
601336 新華保險,2012/02/23,30.152
601390 中國中鐵,2012/02/23,2.571
601398 工商銀行,2012/02/23,3.528
601601 中國太保,2012/02/23,19.899
601628 中國人壽,2012/02/23,18.018
601668 中國建築,2012/02/23,2.881
601669 中國電建,2012/02/23,3.838
601688 華泰證券,2012/02/23,8.245
601766 中國中車,2012/02/23,4.415
601818 光大銀行,2012/02/23,2.558
601857 中國石油,2012/02/23,9.077
601901 方正證券,2012/02/23,4.681
601988 中國銀行,2012/02/23,2.431
601989 中國重工,2012/02/23,5.867
601998 中信銀行,2012/02/23,3.879
600000 浦發銀行,2012/02/22,7.58
600010 包鋼股份,2012/02/22,2.486
600015 華夏銀行,2012/02/22,6.301
600016 民生銀行,2012/02/22,4.643
600018 上港集團,2012/02/22,2.597
600028 中國石化,2012/02/22,4.885
600030 中信證券,2012/02/22,10.626
600036 招商銀行,2012/02/22,10.427
600048 保利地產,2012/02/22,5.73
600050 中國聯通,2012/02/22,4.708
600104 上汽集團,2012/02/22,13.101
600109 國金證券,2012/02/22,5.396
600111 北方稀土,2012/02/22,15.647
600150 中國船舶,2012/02/22,22.23
600518 康美藥業,2012/02/22,6.104
600519 貴州茅台,2012/02/22,145.217
600585 海螺水泥,2012/02/22,16.224
600637 東方明珠,2012/02/22,16.443
600795 國電電力,2012/02/22,2.268
600837 海通證券,2012/02/22,8.482
600887 伊利股份,2012/02/22,6.785
600893 中航動力,2012/02/22,15.74
600999 招商證券,2012/02/22,10.984
601006 大秦鐵路,2012/02/22,6.052
601088 中國神華,2012/02/22,25.081
601166 興業銀行,2012/02/22,8.166
601169 北京銀行,2012/02/22,5.26
601186 中國鐵建,2012/02/22,4.069
601288 農業銀行,2012/02/22,2.158
601318 中國平安,2012/02/22,19.512
601328 交通銀行,2012/02/22,4.112
601336 新華保險,2012/02/22,29.772
601390 中國中鐵,2012/02/22,2.552
601398 工商銀行,2012/02/22,3.528
601601 中國太保,2012/02/22,19.899
601628 中國人壽,2012/02/22,17.971
601668 中國建築,2012/02/22,2.846
601669 中國電建,2012/02/22,3.731
601688 華泰證券,2012/02/22,8.282
601766 中國中車,2012/02/22,4.433
601818 光大銀行,2012/02/22,2.549
601857 中國石油,2012/02/22,9.042
601901 方正證券,2012/02/22,4.73
601988 中國銀行,2012/02/22,2.439
601989 中國重工,2012/02/22,5.78
601998 中信銀行,2012/02/22,3.862
600000 浦發銀行,2012/02/21,7.547
600010 包鋼股份,2012/02/21,2.466
600015 華夏銀行,2012/02/21,6.247
600016 民生銀行,2012/02/21,4.643
600018 上港集團,2012/02/21,2.571
600028 中國石化,2012/02/21,4.866
600030 中信證券,2012/02/21,10.296
600036 招商銀行,2012/02/21,10.402
600048 保利地產,2012/02/21,5.578
600050 中國聯通,2012/02/21,4.689
600104 上汽集團,2012/02/21,12.59
600109 國金證券,2012/02/21,5.263
600111 北方稀土,2012/02/21,15.396
600150 中國船舶,2012/02/21,21.971
600518 康美藥業,2012/02/21,5.979
600519 貴州茅台,2012/02/21,144.606
600585 海螺水泥,2012/02/21,15.912
600637 東方明珠,2012/02/21,16.214
600795 國電電力,2012/02/21,2.26
600837 海通證券,2012/02/21,8.246
600887 伊利股份,2012/02/21,6.703
600893 中航動力,2012/02/21,15.563
600999 招商證券,2012/02/21,10.725
601006 大秦鐵路,2012/02/21,6.052
601088 中國神華,2012/02/21,24.89
601166 興業銀行,2012/02/21,8.149
601169 北京銀行,2012/02/21,5.26
601186 中國鐵建,2012/02/21,4.023
601288 農業銀行,2012/02/21,2.158
601318 中國平安,2012/02/21,19.323
601328 交通銀行,2012/02/21,4.112
601336 新華保險,2012/02/21,29.324
601390 中國中鐵,2012/02/21,2.534
601398 工商銀行,2012/02/21,3.543
601601 中國太保,2012/02/21,19.733
601628 中國人壽,2012/02/21,17.895
601668 中國建築,2012/02/21,2.81
601669 中國電建,2012/02/21,3.695
601688 華泰證券,2012/02/21,8.011
601766 中國中車,2012/02/21,4.388
601818 光大銀行,2012/02/21,2.541
601857 中國石油,2012/02/21,9.033
601901 方正證券,2012/02/21,4.426
601988 中國銀行,2012/02/21,2.455
601989 中國重工,2012/02/21,5.75
601998 中信銀行,2012/02/21,3.853
600000 浦發銀行,2012/02/20,7.531
600010 包鋼股份,2012/02/20,2.451
600015 華夏銀行,2012/02/20,6.236
600016 民生銀行,2012/02/20,4.643
600018 上港集團,2012/02/20,2.562
600028 中國石化,2012/02/20,4.898
600030 中信證券,2012/02/20,10.232
600036 招商銀行,2012/02/20,10.353
600048 保利地產,2012/02/20,5.471
600050 中國聯通,2012/02/20,4.689
600104 上汽集團,2012/02/20,12.442
600109 國金證券,2012/02/20,5.209
600111 北方稀土,2012/02/20,15.328
600150 中國船舶,2012/02/20,21.918
600518 康美藥業,2012/02/20,5.974
600519 貴州茅台,2012/02/20,143.785
600585 海螺水泥,2012/02/20,15.784
600637 東方明珠,2012/02/20,14.97
600795 國電電力,2012/02/20,2.251
600837 海通證券,2012/02/20,8.113
600887 伊利股份,2012/02/20,6.527
600893 中航動力,2012/02/20,15.514
600999 招商證券,2012/02/20,10.373
601006 大秦鐵路,2012/02/20,6.076
601088 中國神華,2012/02/20,24.771
601166 興業銀行,2012/02/20,8.114
601169 北京銀行,2012/02/20,5.218
601186 中國鐵建,2012/02/20,3.995
601288 農業銀行,2012/02/20,2.158
601318 中國平安,2012/02/20,19.038
601328 交通銀行,2012/02/20,4.104
601336 新華保險,2012/02/20,29.071
601390 中國中鐵,2012/02/20,2.534
601398 工商銀行,2012/02/20,3.496
601601 中國太保,2012/02/20,19.437
601628 中國人壽,2012/02/20,17.621
601668 中國建築,2012/02/20,2.802
601669 中國電建,2012/02/20,3.687
601688 華泰證券,2012/02/20,7.945
601766 中國中車,2012/02/20,4.379
601818 光大銀行,2012/02/20,2.532
601857 中國石油,2012/02/20,9.059
601901 方正證券,2012/02/20,4.406
601988 中國銀行,2012/02/20,2.415
601989 中國重工,2012/02/20,5.76
601998 中信銀行,2012/02/20,3.853
600000 浦發銀行,2012/02/17,7.531
600010 包鋼股份,2012/02/17,2.466
600015 華夏銀行,2012/02/17,6.219
600016 民生銀行,2012/02/17,4.622
600018 上港集團,2012/02/17,2.554
600028 中國石化,2012/02/17,4.904
600030 中信證券,2012/02/17,10.214
600036 招商銀行,2012/02/17,10.37
600048 保利地產,2012/02/17,5.441
600050 中國聯通,2012/02/17,4.67
600104 上汽集團,2012/02/17,12.327
600109 國金證券,2012/02/17,5.209
600111 北方稀土,2012/02/17,15.364
600150 中國船舶,2012/02/17,21.91
600518 康美藥業,2012/02/17,5.969
600519 貴州茅台,2012/02/17,144.222
600585 海螺水泥,2012/02/17,15.637
600637 東方明珠,2012/02/17,14.96
600795 國電電力,2012/02/17,2.251
600837 海通證券,2012/02/17,8.17
600887 伊利股份,2012/02/17,6.503
600893 中航動力,2012/02/17,15.023
600999 招商證券,2012/02/17,10.382
601006 大秦鐵路,2012/02/17,6.092
601088 中國神華,2012/02/17,24.653
601166 興業銀行,2012/02/17,8.16
601169 北京銀行,2012/02/17,5.244
601186 中國鐵建,2012/02/17,4.004
601288 農業銀行,2012/02/17,2.142
601318 中國平安,2012/02/17,18.876
601328 交通銀行,2012/02/17,4.087
601336 新華保險,2012/02/17,28.905
601390 中國中鐵,2012/02/17,2.534
601398 工商銀行,2012/02/17,3.488
601601 中國太保,2012/02/17,19.27
601628 中國人壽,2012/02/17,17.583
601668 中國建築,2012/02/17,2.793
601669 中國電建,2012/02/17,3.695
601688 華泰證券,2012/02/17,7.945
601766 中國中車,2012/02/17,4.388
601818 光大銀行,2012/02/17,2.524
601857 中國石油,2012/02/17,8.962
601901 方正證券,2012/02/17,4.426
601988 中國銀行,2012/02/17,2.407
601989 中國重工,2012/02/17,5.78
601998 中信銀行,2012/02/17,3.845
600000 浦發銀行,2012/02/16,7.474
600010 包鋼股份,2012/02/16,2.496
600015 華夏銀行,2012/02/16,6.247
600016 民生銀行,2012/02/16,4.593
600018 上港集團,2012/02/16,2.571
600028 中國石化,2012/02/16,4.924
600030 中信證券,2012/02/16,10.205
600036 招商銀行,2012/02/16,10.313
600048 保利地產,2012/02/16,5.38
600050 中國聯通,2012/02/16,4.68
600104 上汽集團,2012/02/16,12.442
600109 國金證券,2012/02/16,5.219
600111 北方稀土,2012/02/16,15.429
600150 中國船舶,2012/02/16,21.811
600518 康美藥業,2012/02/16,5.984
600519 貴州茅台,2012/02/16,144.433
600585 海螺水泥,2012/02/16,15.729
600637 東方明珠,2012/02/16,14.671
600795 國電電力,2012/02/16,2.277
600837 海通證券,2012/02/16,8.151
600887 伊利股份,2012/02/16,6.615
600893 中航動力,2012/02/16,14.993
600999 招商證券,2012/02/16,10.169
601006 大秦鐵路,2012/02/16,6.068
601088 中國神華,2012/02/16,24.671
601166 興業銀行,2012/02/16,8.131
601169 北京銀行,2012/02/16,5.229
601186 中國鐵建,2012/02/16,3.976
601288 農業銀行,2012/02/16,2.134
601318 中國平安,2012/02/16,18.843
601328 交通銀行,2012/02/16,4.037
601336 新華保險,2012/02/16,29.061
601390 中國中鐵,2012/02/16,2.515
601398 工商銀行,2012/02/16,3.488
601601 中國太保,2012/02/16,19.224
601628 中國人壽,2012/02/16,17.28
601668 中國建築,2012/02/16,2.802
601669 中國電建,2012/02/16,3.713
601688 華泰證券,2012/02/16,7.908
601766 中國中車,2012/02/16,4.388
601818 光大銀行,2012/02/16,2.515
601857 中國石油,2012/02/16,8.954
601901 方正證券,2012/02/16,4.406
601988 中國銀行,2012/02/16,2.399
601989 中國重工,2012/02/16,5.77
601998 中信銀行,2012/02/16,3.836
600000 浦發銀行,2012/02/15,7.507
600010 包鋼股份,2012/02/15,2.516
600015 華夏銀行,2012/02/15,6.274
600016 民生銀行,2012/02/15,4.607
600018 上港集團,2012/02/15,2.588
600028 中國石化,2012/02/15,4.975
600030 中信證券,2012/02/15,10.168
600036 招商銀行,2012/02/15,10.345
600048 保利地產,2012/02/15,5.395
600050 中國聯通,2012/02/15,4.66
600104 上汽集團,2012/02/15,12.631
600109 國金證券,2012/02/15,5.268
600111 北方稀土,2012/02/15,15.627
600150 中國船舶,2012/02/15,22.07
600518 康美藥業,2012/02/15,6.008
600519 貴州茅台,2012/02/15,146.754
600585 海螺水泥,2012/02/15,15.875
600637 東方明珠,2012/02/15,14.233
600795 國電電力,2012/02/15,2.251
600837 海通證券,2012/02/15,8.208
600887 伊利股份,2012/02/15,6.743
600893 中航動力,2012/02/15,15.229
600999 招商證券,2012/02/15,10.271
601006 大秦鐵路,2012/02/15,6.084
601088 中國神華,2012/02/15,24.853
601166 興業銀行,2012/02/15,8.149
601169 北京銀行,2012/02/15,5.218
601186 中國鐵建,2012/02/15,4.013
601288 農業銀行,2012/02/15,2.142
601318 中國平安,2012/02/15,19.109
601328 交通銀行,2012/02/15,4.054
601336 新華保險,2012/02/15,29.655
601390 中國中鐵,2012/02/15,2.534
601398 工商銀行,2012/02/15,3.472
601601 中國太保,2012/02/15,19.428
601628 中國人壽,2012/02/15,17.517
601668 中國建築,2012/02/15,2.81
601669 中國電建,2012/02/15,3.687
601688 華泰證券,2012/02/15,7.954
601766 中國中車,2012/02/15,4.415
601818 光大銀行,2012/02/15,2.532
601857 中國石油,2012/02/15,9.024
601901 方正證券,2012/02/15,4.436
601988 中國銀行,2012/02/15,2.407
601989 中國重工,2012/02/15,5.906
601998 中信銀行,2012/02/15,3.836
600000 浦發銀行,2012/02/14,7.474
600010 包鋼股份,2012/02/14,2.476
600015 華夏銀行,2012/02/14,6.274
600016 民生銀行,2012/02/14,4.6
600018 上港集團,2012/02/14,2.554
600028 中國石化,2012/02/14,4.936
600030 中信證券,2012/02/14,9.966
600036 招商銀行,2012/02/14,10.329
600048 保利地產,2012/02/14,5.395
600050 中國聯通,2012/02/14,4.613
600104 上汽集團,2012/02/14,12.788
600109 國金證券,2012/02/14,5.116
600111 北方稀土,2012/02/14,15.426
600150 中國船舶,2012/02/14,21.644
600518 康美藥業,2012/02/14,6.012
600519 貴州茅台,2012/02/14,146.015
600585 海螺水泥,2012/02/14,15.683
600637 東方明珠,2012/02/14,14.183
600795 國電電力,2012/02/14,2.243
600837 海通證券,2012/02/14,8.046
600887 伊利股份,2012/02/14,6.709
600893 中航動力,2012/02/14,15.15
600999 招商證券,2012/02/14,10.151
601006 大秦鐵路,2012/02/14,6.092
601088 中國神華,2012/02/14,24.698
601166 興業銀行,2012/02/14,8.137
601169 北京銀行,2012/02/14,5.198
601186 中國鐵建,2012/02/14,3.921
601288 農業銀行,2012/02/14,2.142
601318 中國平安,2012/02/14,18.795
601328 交通銀行,2012/02/14,4.054
601336 新華保險,2012/02/14,28.944
601390 中國中鐵,2012/02/14,2.487
601398 工商銀行,2012/02/14,3.456
601601 中國太保,2012/02/14,19.27
601628 中國人壽,2012/02/14,17.394
601668 中國建築,2012/02/14,2.793
601669 中國電建,2012/02/14,3.642
601688 華泰證券,2012/02/14,7.842
601766 中國中車,2012/02/14,4.397
601818 光大銀行,2012/02/14,2.524
601857 中國石油,2012/02/14,9.015
601901 方正證券,2012/02/14,4.347
601988 中國銀行,2012/02/14,2.407
601989 中國重工,2012/02/14,5.468
601998 中信銀行,2012/02/14,3.836
600000 浦發銀行,2012/02/13,7.539
600010 包鋼股份,2012/02/13,2.491
600015 華夏銀行,2012/02/13,6.296
600016 民生銀行,2012/02/13,4.607
600018 上港集團,2012/02/13,2.571
600028 中國石化,2012/02/13,4.93
600030 中信證券,2012/02/13,10.04
600036 招商銀行,2012/02/13,10.353
600048 保利地產,2012/02/13,5.37
600050 中國聯通,2012/02/13,4.651
600104 上汽集團,2012/02/13,12.986
600109 國金證券,2012/02/13,5.111
600111 北方稀土,2012/02/13,15.474
600150 中國船舶,2012/02/13,21.461
600518 康美藥業,2012/02/13,5.993
600519 貴州茅台,2012/02/13,145.714
600585 海螺水泥,2012/02/13,15.82
600637 東方明珠,2012/02/13,14.442
600795 國電電力,2012/02/13,2.268
600837 海通證券,2012/02/13,8.103
600887 伊利股份,2012/02/13,6.716
600893 中航動力,2012/02/13,15.298
600999 招商證券,2012/02/13,10.132
601006 大秦鐵路,2012/02/13,6.076
601088 中國神華,2012/02/13,24.698
601166 興業銀行,2012/02/13,8.166
601169 北京銀行,2012/02/13,5.223
601186 中國鐵建,2012/02/13,3.976
601288 農業銀行,2012/02/13,2.15
601318 中國平安,2012/02/13,19.128
601328 交通銀行,2012/02/13,4.054
601336 新華保險,2012/02/13,29.188
601390 中國中鐵,2012/02/13,2.515
601398 工商銀行,2012/02/13,3.472
601601 中國太保,2012/02/13,19.807
601628 中國人壽,2012/02/13,17.63
601668 中國建築,2012/02/13,2.793
601669 中國電建,2012/02/13,3.687
601688 華泰證券,2012/02/13,7.842
601766 中國中車,2012/02/13,4.397
601818 光大銀行,2012/02/13,2.541
601857 中國石油,2012/02/13,9.033
601901 方正證券,2012/02/13,4.318
601988 中國銀行,2012/02/13,2.415
601989 中國重工,2012/02/13,5.459
601998 中信銀行,2012/02/13,3.888
600000 浦發銀行,2012/02/10,7.62
600010 包鋼股份,2012/02/10,2.511
600015 華夏銀行,2012/02/10,6.389
600016 民生銀行,2012/02/10,4.665
600018 上港集團,2012/02/10,2.571
600028 中國石化,2012/02/10,4.943
600030 中信證券,2012/02/10,10.058
600036 招商銀行,2012/02/10,10.517
600048 保利地產,2012/02/10,5.542
600050 中國聯通,2012/02/10,4.651
600104 上汽集團,2012/02/10,12.73
600109 國金證券,2012/02/10,5.121
600111 北方稀土,2012/02/10,15.426
600150 中國船舶,2012/02/10,21.476
600518 康美藥業,2012/02/10,5.916
600519 貴州茅台,2012/02/10,143.522
600585 海螺水泥,2012/02/10,16.059
600637 東方明珠,2012/02/10,14.243
600795 國電電力,2012/02/10,2.268
600837 海通證券,2012/02/10,8.198
600887 伊利股份,2012/02/10,6.609
600893 中航動力,2012/02/10,15.023
600999 招商證券,2012/02/10,10.169
601006 大秦鐵路,2012/02/10,6.1
601088 中國神華,2012/02/10,24.981
601166 興業銀行,2012/02/10,8.23
601169 北京銀行,2012/02/10,5.26
601186 中國鐵建,2012/02/10,3.949
601288 農業銀行,2012/02/10,2.158
601318 中國平安,2012/02/10,19.038
601328 交通銀行,2012/02/10,4.104
601336 新華保險,2012/02/10,29.607
601390 中國中鐵,2012/02/10,2.515
601398 工商銀行,2012/02/10,3.488
601601 中國太保,2012/02/10,19.992
601628 中國人壽,2012/02/10,17.905
601668 中國建築,2012/02/10,2.837
601669 中國電建,2012/02/10,3.687
601688 華泰證券,2012/02/10,7.795
601766 中國中車,2012/02/10,4.306
601818 光大銀行,2012/02/10,2.549
601857 中國石油,2012/02/10,9.077
601901 方正證券,2012/02/10,4.337
601988 中國銀行,2012/02/10,2.423
601989 中國重工,2012/02/10,5.439
601998 中信銀行,2012/02/10,3.888
600000 浦發銀行,2012/02/09,7.645
600010 包鋼股份,2012/02/09,2.412
600015 華夏銀行,2012/02/09,6.444
600016 民生銀行,2012/02/09,4.701
600018 上港集團,2012/02/09,2.554
600028 中國石化,2012/02/09,4.956
600030 中信證券,2012/02/09,9.966
600036 招商銀行,2012/02/09,10.598
600048 保利地產,2012/02/09,5.364
600050 中國聯通,2012/02/09,4.651
600104 上汽集團,2012/02/09,12.763
600109 國金證券,2012/02/09,5.082
600111 北方稀土,2012/02/09,15.448
600150 中國船舶,2012/02/09,21.545
600518 康美藥業,2012/02/09,5.984
600519 貴州茅台,2012/02/09,143.702
600585 海螺水泥,2012/02/09,15.958
600637 東方明珠,2012/02/09,14.004
600795 國電電力,2012/02/09,2.293
600837 海通證券,2012/02/09,8.122
600887 伊利股份,2012/02/09,6.476
600893 中航動力,2012/02/09,14.865
600999 招商證券,2012/02/09,10.114
601006 大秦鐵路,2012/02/09,6.06
601088 中國神華,2012/02/09,25.053
601166 興業銀行,2012/02/09,8.334
601169 北京銀行,2012/02/09,5.29
601186 中國鐵建,2012/02/09,3.967
601288 農業銀行,2012/02/09,2.166
601318 中國平安,2012/02/09,18.938
601328 交通銀行,2012/02/09,4.17
601336 新華保險,2012/02/09,29.412
601390 中國中鐵,2012/02/09,2.505
601398 工商銀行,2012/02/09,3.512
601601 中國太保,2012/02/09,19.668
601628 中國人壽,2012/02/09,18.037
601668 中國建築,2012/02/09,2.722
601669 中國電建,2012/02/09,3.669
601688 華泰證券,2012/02/09,7.748
601766 中國中車,2012/02/09,4.251
601818 光大銀行,2012/02/09,2.566
601857 中國石油,2012/02/09,9.059
601901 方正證券,2012/02/09,4.318
601988 中國銀行,2012/02/09,2.431
601989 中國重工,2012/02/09,5.4
601998 中信銀行,2012/02/09,3.914
600000 浦發銀行,2012/02/08,7.686
600010 包鋼股份,2012/02/08,2.422
600015 華夏銀行,2012/02/08,6.466
600016 民生銀行,2012/02/08,4.737
600018 上港集團,2012/02/08,2.536
600028 中國石化,2012/02/08,5.014
600030 中信證券,2012/02/08,10.04
600036 招商銀行,2012/02/08,10.598
600048 保利地產,2012/02/08,5.293
600050 中國聯通,2012/02/08,4.699
600104 上汽集團,2012/02/08,12.846
600109 國金證券,2012/02/08,5.087
600111 北方稀土,2012/02/08,15.754
600150 中國船舶,2012/02/08,21.469
600518 康美藥業,2012/02/08,5.859
600519 貴州茅台,2012/02/08,141.849
600585 海螺水泥,2012/02/08,15.729
600637 東方明珠,2012/02/08,14.014
600795 國電電力,2012/02/08,2.293
600837 海通證券,2012/02/08,8.217
600887 伊利股份,2012/02/08,6.621
600893 中航動力,2012/02/08,14.973
