stkcd	trdate	clprice
600010 包鋼股份	8/20/2010	1.727
600015 華夏銀行	8/20/2010	6.453
600016 民生銀行	8/20/2010	3.921
600018 上港集團	8/20/2010	3.524
600028 中國石化	8/20/2010	5.27
600030 中信證券	8/20/2010	10.824
600036 招商銀行	8/20/2010	11.238
600048 保利地產	8/20/2010	4.809
600050 中國聯通	8/20/2010	4.979
600104 上汽集團	8/20/2010	13.092
600109 國金證券	8/20/2010	7.168
600111 北方稀土	8/20/2010	10.064
600150 中國船舶	8/20/2010	28.542
600518 康美藥業	8/20/2010	6.186
600519 貴州茅台	8/20/2010	100.868
600585 海螺水泥	8/20/2010	12.118
600637 東方明珠	8/20/2010	7.694
600795 國電電力	8/20/2010	2.763
600837 海通證券	8/20/2010	9.226
600887 伊利股份	8/20/2010	4.98
600893 中航動力	8/20/2010	12.633
600999 招商證券	8/20/2010	15.108
601006 大秦鐵路	8/20/2010	6.741
601088 中國神華	8/20/2010	21.996
601166 興業銀行	8/20/2010	8.5
601169 北京銀行	8/20/2010	6.709
601186 中國鐵建	8/20/2010	6.855
601288 農業銀行	8/20/2010	2.084
601318 中國平安	8/20/2010	21.753
601328 交通銀行	8/20/2010	4.641
601390 中國中鐵	8/20/2010	4.127
601398 工商銀行	8/20/2010	3.111
601601 中國太保	8/20/2010	22.671
601628 中國人壽	8/20/2010	22.271
601668 中國建築	8/20/2010	3.206
601688 華泰證券	8/20/2010	12.957
601766 中國中車	8/20/2010	4.669
601818 光大銀行	8/20/2010	3.031
601857 中國石油	8/20/2010	8.732
601988 中國銀行	8/20/2010	2.579
601989 中國重工	8/20/2010	5.339
601998 中信銀行	8/20/2010	4.742
600000 浦發銀行	8/19/2010	8.932
600010 包鋼股份	8/19/2010	1.747
600015 華夏銀行	8/19/2010	6.556
600016 民生銀行	8/19/2010	3.984
600018 上港集團	8/19/2010	3.541
600028 中國石化	8/19/2010	5.406
600030 中信證券	8/19/2010	11.176
600036 招商銀行	8/19/2010	11.318
600048 保利地產	8/19/2010	4.951
600050 中國聯通	8/19/2010	5.074
600104 上汽集團	8/19/2010	13.279
600109 國金證券	8/19/2010	7.438
600111 北方稀土	8/19/2010	10.555
600150 中國船舶	8/19/2010	29.099
600518 康美藥業	8/19/2010	6.406
600519 貴州茅台	8/19/2010	102.473
600585 海螺水泥	8/19/2010	12.275
600637 東方明珠	8/19/2010	7.654
600795 國電電力	8/19/2010	2.803
600837 海通證券	8/19/2010	9.514
600887 伊利股份	8/19/2010	5.077
600893 中航動力	8/19/2010	12.633
600999 招商證券	8/19/2010	15.472
601006 大秦鐵路	8/19/2010	6.533
601088 中國神華	8/19/2010	22.775
601166 興業銀行	8/19/2010	8.557
601169 北京銀行	8/19/2010	6.77
601186 中國鐵建	8/19/2010	6.846
601288 農業銀行	8/19/2010	2.092
601318 中國平安	8/19/2010	21.753
601328 交通銀行	8/19/2010	4.633
601390 中國中鐵	8/19/2010	4.164
601398 工商銀行	8/19/2010	3.126
601601 中國太保	8/19/2010	22.571
601628 中國人壽	8/19/2010	22.392
601668 中國建築	8/19/2010	3.224
601688 華泰證券	8/19/2010	13.475
601766 中國中車	8/19/2010	4.75
601818 光大銀行	8/19/2010	3.048
601857 中國石油	8/19/2010	8.866
601988 中國銀行	8/19/2010	2.579
601989 中國重工	8/19/2010	5.454
601998 中信銀行	8/19/2010	4.881
600000 浦發銀行	8/18/2010	8.839
600010 包鋼股份	8/18/2010	1.727
600015 華夏銀行	8/18/2010	6.496
600016 民生銀行	8/18/2010	3.935
600018 上港集團	8/18/2010	3.524
600028 中國石化	8/18/2010	5.202
600030 中信證券	8/18/2010	11.071
600036 招商銀行	8/18/2010	11.071
600048 保利地產	8/18/2010	5.063
600050 中國聯通	8/18/2010	5.007
600104 上汽集團	8/18/2010	13.141
600109 國金證券	8/18/2010	7.404
600111 北方稀土	8/18/2010	10.696
600150 中國船舶	8/18/2010	29.099
600518 康美藥業	8/18/2010	6.43
600519 貴州茅台	8/18/2010	103.544
600585 海螺水泥	8/18/2010	12.233
600637 東方明珠	8/18/2010	7.485
600795 國電電力	8/18/2010	2.811
600837 海通證券	8/18/2010	9.431
600887 伊利股份	8/18/2010	5.101
600893 中航動力	8/18/2010	12.633
600999 招商證券	8/18/2010	15.227
601006 大秦鐵路	8/18/2010	6.533
601088 中國神華	8/18/2010	21.615
601166 興業銀行	8/18/2010	8.472
601169 北京銀行	8/18/2010	6.724
601186 中國鐵建	8/18/2010	6.755
601288 農業銀行	8/18/2010	2.092
601318 中國平安	8/18/2010	21.753
601328 交通銀行	8/18/2010	4.633
601390 中國中鐵	8/18/2010	4.136
601398 工商銀行	8/18/2010	3.104
601601 中國太保	8/18/2010	22.216
601628 中國人壽	8/18/2010	22.077
601668 中國建築	8/18/2010	3.241
601688 華泰證券	8/18/2010	13.309
601766 中國中車	8/18/2010	4.714
601818 光大銀行	8/18/2010	3.015
601857 中國石油	8/18/2010	8.706
601988 中國銀行	8/18/2010	2.572
601989 中國重工	8/18/2010	5.127
601998 中信銀行	8/18/2010	4.84
600000 浦發銀行	8/17/2010	8.907
600010 包鋼股份	8/17/2010	1.717
600015 華夏銀行	8/17/2010	6.529
600016 民生銀行	8/17/2010	3.928
600018 上港集團	8/17/2010	3.583
600028 中國石化	8/17/2010	5.239
600030 中信證券	8/17/2010	11.176
600036 招商銀行	8/17/2010	11.175
600048 保利地產	8/17/2010	5.113
600050 中國聯通	8/17/2010	5.055
600104 上汽集團	8/17/2010	12.627
600109 國金證券	8/17/2010	7.34
600111 北方稀土	8/17/2010	10.685
600150 中國船舶	8/17/2010	29.49
600518 康美藥業	8/17/2010	6.214
600519 貴州茅台	8/17/2010	105.068
600585 海螺水泥	8/17/2010	11.802
600637 東方明珠	8/17/2010	7.415
600795 國電電力	8/17/2010	2.828
600837 海通證券	8/17/2010	9.524
600887 伊利股份	8/17/2010	5.169
600893 中航動力	8/17/2010	12.633
600999 招商證券	8/17/2010	15.311
601006 大秦鐵路	8/17/2010	6.587
601088 中國神華	8/17/2010	21.739
601166 興業銀行	8/17/2010	8.437
601169 北京銀行	8/17/2010	6.759
601186 中國鐵建	8/17/2010	6.782
601288 農業銀行	8/17/2010	2.092
601318 中國平安	8/17/2010	21.753
601328 交通銀行	8/17/2010	4.663
601390 中國中鐵	8/17/2010	4.154
601398 工商銀行	8/17/2010	3.111
601601 中國太保	8/17/2010	22.007
601628 中國人壽	8/17/2010	22.188
601668 中國建築	8/17/2010	3.25
601688 華泰證券	8/17/2010	13.374
601766 中國中車	8/17/2010	4.787
601857 中國石油	8/17/2010	8.74
601988 中國銀行	8/17/2010	2.564
601989 中國重工	8/17/2010	5.133
601998 中信銀行	8/17/2010	4.84
600000 浦發銀行	8/16/2010	8.839
600010 包鋼股份	8/16/2010	1.717
600015 華夏銀行	8/16/2010	6.54
600016 民生銀行	8/16/2010	3.921
600018 上港集團	8/16/2010	3.609
600028 中國石化	8/16/2010	5.27
600030 中信證券	8/16/2010	11.176
600036 招商銀行	8/16/2010	11.151
600048 保利地產	8/16/2010	4.99
600050 中國聯通	8/16/2010	5.045
600104 上汽集團	8/16/2010	12.488
600109 國金證券	8/16/2010	7.286
600111 北方稀土	8/16/2010	10.542
600150 中國船舶	8/16/2010	28.443
600518 康美藥業	8/16/2010	6.133
600519 貴州茅台	8/16/2010	103.584
600585 海螺水泥	8/16/2010	11.796
600637 東方明珠	8/16/2010	7.156
600795 國電電力	8/16/2010	2.844
600837 海通證券	8/16/2010	9.505
600887 伊利股份	8/16/2010	5.08
600893 中航動力	8/16/2010	12.633
600999 招商證券	8/16/2010	15.367
601006 大秦鐵路	8/16/2010	6.602
601088 中國神華	8/16/2010	21.198
601166 興業銀行	8/16/2010	8.349
601169 北京銀行	8/16/2010	6.734
601186 中國鐵建	8/16/2010	6.809
601288 農業銀行	8/16/2010	2.107
601318 中國平安	8/16/2010	21.753
601328 交通銀行	8/16/2010	4.663
601390 中國中鐵	8/16/2010	4.173
601398 工商銀行	8/16/2010	3.134
601601 中國太保	8/16/2010	21.552
601628 中國人壽	8/16/2010	22.068
601668 中國建築	8/16/2010	3.258
601688 華泰證券	8/16/2010	13.42
601766 中國中車	8/16/2010	4.75
601857 中國石油	8/16/2010	8.765
601988 中國銀行	8/16/2010	2.572
601989 中國重工	8/16/2010	5.048
601998 中信銀行	8/16/2010	4.766
600000 浦發銀行	8/13/2010	8.647
600010 包鋼股份	8/13/2010	1.693
600015 華夏銀行	8/13/2010	6.443
600016 民生銀行	8/13/2010	3.843
600018 上港集團	8/13/2010	3.372
600028 中國石化	8/13/2010	5.14
600030 中信證券	8/13/2010	10.762
600036 招商銀行	8/13/2010	10.943
600048 保利地產	8/13/2010	4.947
600050 中國聯通	8/13/2010	4.941
600104 上汽集團	8/13/2010	12.252
600109 國金證券	8/13/2010	7.075
600111 北方稀土	8/13/2010	10.404
600150 中國船舶	8/13/2010	27.381
600518 康美藥業	8/13/2010	5.991
600519 貴州茅台	8/13/2010	101.884
600585 海螺水泥	8/13/2010	11.56
600637 東方明珠	8/13/2010	6.967
600795 國電電力	8/13/2010	2.803
600837 海通證券	8/13/2010	9.04
600887 伊利股份	8/13/2010	4.904
600893 中航動力	8/13/2010	12.633
600999 招商證券	8/13/2010	15.017
601006 大秦鐵路	8/13/2010	6.486
601088 中國神華	8/13/2010	20.118
601166 興業銀行	8/13/2010	8.106
601169 北京銀行	8/13/2010	6.613
601186 中國鐵建	8/13/2010	6.7
601288 農業銀行	8/13/2010	2.092
601318 中國平安	8/13/2010	21.753
601328 交通銀行	8/13/2010	4.589
601390 中國中鐵	8/13/2010	4.071
601398 工商銀行	8/13/2010	3.089
601601 中國太保	8/13/2010	21.061
601628 中國人壽	8/13/2010	21.55
601668 中國建築	8/13/2010	3.215
601688 華泰證券	8/13/2010	13.041
601766 中國中車	8/13/2010	4.678
601857 中國石油	8/13/2010	8.648
601988 中國銀行	8/13/2010	2.542
601989 中國重工	8/13/2010	4.8
601998 中信銀行	8/13/2010	4.693
600000 浦發銀行	8/12/2010	8.586
600010 包鋼股份	8/12/2010	1.663
600015 華夏銀行	8/12/2010	6.432
600016 民生銀行	8/12/2010	3.843
600018 上港集團	8/12/2010	3.338
600028 中國石化	8/12/2010	5.066
600030 中信證券	8/12/2010	10.683
600036 招商銀行	8/12/2010	10.824
600048 保利地產	8/12/2010	4.832
600050 中國聯通	8/12/2010	4.903
600104 上汽集團	8/12/2010	12.122
600109 國金證券	8/12/2010	6.987
600111 北方稀土	8/12/2010	10.488
600150 中國船舶	8/12/2010	27.003
600518 康美藥業	8/12/2010	5.876
600519 貴州茅台	8/12/2010	100.888
600585 海螺水泥	8/12/2010	11.444
600637 東方明珠	8/12/2010	6.788
600795 國電電力	8/12/2010	2.771
600837 海通證券	8/12/2010	8.965
600887 伊利股份	8/12/2010	4.861
600893 中航動力	8/12/2010	12.633
600999 招商證券	8/12/2010	14.806
601006 大秦鐵路	8/12/2010	6.378
601088 中國神華	8/12/2010	19.887
601166 興業銀行	8/12/2010	8.061
601169 北京銀行	8/12/2010	6.538
601186 中國鐵建	8/12/2010	6.636
601288 農業銀行	8/12/2010	2.084
601318 中國平安	8/12/2010	21.753
601328 交通銀行	8/12/2010	4.567
601390 中國中鐵	8/12/2010	4.062
601398 工商銀行	8/12/2010	3.081
601601 中國太保	8/12/2010	21.161
601628 中國人壽	8/12/2010	21.448
601668 中國建築	8/12/2010	3.189
601688 華泰證券	8/12/2010	12.791
601766 中國中車	8/12/2010	4.615
601857 中國石油	8/12/2010	8.598
601988 中國銀行	8/12/2010	2.535
601989 中國重工	8/12/2010	4.606
601998 中信銀行	8/12/2010	4.611
600000 浦發銀行	8/11/2010	8.728
600010 包鋼股份	8/11/2010	1.673
600015 華夏銀行	8/11/2010	6.41
600016 民生銀行	8/11/2010	3.85
600018 上港集團	8/11/2010	3.397
600028 中國石化	8/11/2010	5.128
600030 中信證券	8/11/2010	10.956
600036 招商銀行	8/11/2010	11.071
600048 保利地產	8/11/2010	4.839
600050 中國聯通	8/11/2010	4.969
600104 上汽集團	8/11/2010	12.301
600109 國金證券	8/11/2010	7.119
600111 北方稀土	8/11/2010	9.997
600150 中國船舶	8/11/2010	27.612
600518 康美藥業	8/11/2010	5.848
600519 貴州茅台	8/11/2010	100.163
600585 海螺水泥	8/11/2010	11.681
600637 東方明珠	8/11/2010	6.937
600795 國電電力	8/11/2010	2.828
600837 海通證券	8/11/2010	9.189
600887 伊利股份	8/11/2010	4.905
600893 中航動力	8/11/2010	12.633
600999 招商證券	8/11/2010	15.003
601006 大秦鐵路	8/11/2010	6.502
601088 中國神華	8/11/2010	20.383
601166 興業銀行	8/11/2010	8.2
601169 北京銀行	8/11/2010	6.633
601186 中國鐵建	8/11/2010	6.709
601288 農業銀行	8/11/2010	2.092
601318 中國平安	8/11/2010	21.753
601328 交通銀行	8/11/2010	4.626
601390 中國中鐵	8/11/2010	4.062
601398 工商銀行	8/11/2010	3.134
601601 中國太保	8/11/2010	21.379
601628 中國人壽	8/11/2010	21.744
601668 中國建築	8/11/2010	3.232
601688 華泰證券	8/11/2010	12.976
601766 中國中車	8/11/2010	4.669
601857 中國石油	8/11/2010	8.706
601988 中國銀行	8/11/2010	2.55
601989 中國重工	8/11/2010	4.757
601998 中信銀行	8/11/2010	4.693
600000 浦發銀行	8/10/2010	8.697
600010 包鋼股份	8/10/2010	1.688
600015 華夏銀行	8/10/2010	6.378
600016 民生銀行	8/10/2010	3.801
600018 上港集團	8/10/2010	3.389
600028 中國石化	8/10/2010	5.134
600030 中信證券	8/10/2010	10.983
600036 招商銀行	8/10/2010	11.055
600048 保利地產	8/10/2010	4.72
600050 中國聯通	8/10/2010	4.988
600104 上汽集團	8/10/2010	12.219
600109 國金證券	8/10/2010	7.075
600111 北方稀土	8/10/2010	9.891
600150 中國船舶	8/10/2010	27.588
600518 康美藥業	8/10/2010	5.868
600519 貴州茅台	8/10/2010	99.425
600585 海螺水泥	8/10/2010	11.723
600637 東方明珠	8/10/2010	6.908
600795 國電電力	8/10/2010	2.836
600837 海通證券	8/10/2010	9.179
600887 伊利股份	8/10/2010	4.86
600893 中航動力	8/10/2010	12.633
600999 招商證券	8/10/2010	15.01
601006 大秦鐵路	8/10/2010	6.509
601088 中國神華	8/10/2010	20.525
601166 興業銀行	8/10/2010	8.216
601169 北京銀行	8/10/2010	6.638
601186 中國鐵建	8/10/2010	6.727
601288 農業銀行	8/10/2010	2.092
601318 中國平安	8/10/2010	21.753
601328 交通銀行	8/10/2010	4.648
601390 中國中鐵	8/10/2010	4.09
601398 工商銀行	8/10/2010	3.119
601601 中國太保	8/10/2010	21.061
601628 中國人壽	8/10/2010	21.707
601668 中國建築	8/10/2010	3.189
601688 華泰證券	8/10/2010	13.004
601766 中國中車	8/10/2010	4.66
601857 中國石油	8/10/2010	8.723
601988 中國銀行	8/10/2010	2.542
601989 中國重工	8/10/2010	4.757
601998 中信銀行	8/10/2010	4.644
600000 浦發銀行	8/9/2010	9.025
600010 包鋼股份	8/9/2010	1.732
600015 華夏銀行	8/9/2010	6.507
600016 民生銀行	8/9/2010	3.871
600018 上港集團	8/9/2010	3.482
600028 中國石化	8/9/2010	5.338
600030 中信證券	8/9/2010	11.458
600036 招商銀行	8/9/2010	11.414
600048 保利地產	8/9/2010	4.851
600050 中國聯通	8/9/2010	5.15
600104 上汽集團	8/9/2010	12.439
600109 國金證券	8/9/2010	7.443
600111 北方稀土	8/9/2010	9.701
600150 中國船舶	8/9/2010	28.627
600518 康美藥業	8/9/2010	6.068
600519 貴州茅台	8/9/2010	102.71
600585 海螺水泥	8/9/2010	12.19
600637 東方明珠	8/9/2010	7.136
600795 國電電力	8/9/2010	2.901
600837 海通證券	8/9/2010	9.57
600887 伊利股份	8/9/2010	5.008
600893 中航動力	8/9/2010	12.633
600999 招商證券	8/9/2010	15.584
601006 大秦鐵路	8/9/2010	6.718
601088 中國神華	8/9/2010	21.243
601166 興業銀行	8/9/2010	8.538
601169 北京銀行	8/9/2010	6.906
601186 中國鐵建	8/9/2010	6.918
601288 農業銀行	8/9/2010	2.115
601318 中國平安	8/9/2010	21.753
601328 交通銀行	8/9/2010	4.781
601390 中國中鐵	8/9/2010	4.247
601398 工商銀行	8/9/2010	3.171
601601 中國太保	8/9/2010	21.634
601628 中國人壽	8/9/2010	22.151
601668 中國建築	8/9/2010	3.293
601688 華泰證券	8/9/2010	13.706
601766 中國中車	8/9/2010	4.787
601857 中國石油	8/9/2010	8.958
601988 中國銀行	8/9/2010	2.587
601989 中國重工	8/9/2010	4.77
601998 中信銀行	8/9/2010	4.856
600000 浦發銀行	8/6/2010	9.08
600010 包鋼股份	8/6/2010	1.688
600015 華夏銀行	8/6/2010	6.491
600016 民生銀行	8/6/2010	3.871
600018 上港集團	8/6/2010	3.473
600028 中國石化	8/6/2010	5.363
600030 中信證券	8/6/2010	11.467
600036 招商銀行	8/6/2010	11.31
600048 保利地產	8/6/2010	4.87
600050 中國聯通	8/6/2010	5.187
600104 上汽集團	8/6/2010	12.537
600109 國金證券	8/6/2010	7.404
600111 北方稀土	8/6/2010	9.647
600150 中國船舶	8/6/2010	28.221
600518 康美藥業	8/6/2010	5.897
600519 貴州茅台	8/6/2010	100.4
600585 海螺水泥	8/6/2010	11.978
600637 東方明珠	8/6/2010	7.107
600795 國電電力	8/6/2010	2.909
600837 海通證券	8/6/2010	9.542
600887 伊利股份	8/6/2010	5.176
600893 中航動力	8/6/2010	12.633
600999 招商證券	8/6/2010	15.647
601006 大秦鐵路	8/6/2010	6.741
601088 中國神華	8/6/2010	21.11
601166 興業銀行	8/6/2010	8.406
601169 北京銀行	8/6/2010	6.87
601186 中國鐵建	8/6/2010	6.964
601288 農業銀行	8/6/2010	2.115
601318 中國平安	8/6/2010	21.753
601328 交通銀行	8/6/2010	4.825
601390 中國中鐵	8/6/2010	4.284
601398 工商銀行	8/6/2010	3.186
601601 中國太保	8/6/2010	21.47
601628 中國人壽	8/6/2010	22.216
601668 中國建築	8/6/2010	3.284
601688 華泰證券	8/6/2010	13.827
601766 中國中車	8/6/2010	4.823
601857 中國石油	8/6/2010	8.941
601988 中國銀行	8/6/2010	2.601
601989 中國重工	8/6/2010	4.612
601998 中信銀行	8/6/2010	4.873
600000 浦發銀行	8/5/2010	8.981
600010 包鋼股份	8/5/2010	1.668
600015 華夏銀行	8/5/2010	6.351
600016 民生銀行	8/5/2010	3.822
600018 上港集團	8/5/2010	3.414
600028 中國石化	8/5/2010	5.301
600030 中信證券	8/5/2010	11.22
600036 招商銀行	8/5/2010	11.191
600048 保利地產	8/5/2010	4.809
600050 中國聯通	8/5/2010	5.15
600104 上汽集團	8/5/2010	12.439
600109 國金證券	8/5/2010	7.168
600111 北方稀土	8/5/2010	9.66
600150 中國船舶	8/5/2010	27.65
600518 康美藥業	8/5/2010	5.819
600519 貴州茅台	8/5/2010	100.373
600585 海螺水泥	8/5/2010	11.651
600637 東方明珠	8/5/2010	7.087
600795 國電電力	8/5/2010	2.86
600837 海通證券	8/5/2010	9.226
600887 伊利股份	8/5/2010	5.043
600893 中航動力	8/5/2010	12.633
600999 招商證券	8/5/2010	15.241
601006 大秦鐵路	8/5/2010	6.594
601088 中國神華	8/5/2010	20.747
601166 興業銀行	8/5/2010	8.32
601169 北京銀行	8/5/2010	6.825
601186 中國鐵建	8/5/2010	6.909
601288 農業銀行	8/5/2010	2.115
601318 中國平安	8/5/2010	21.753
601328 交通銀行	8/5/2010	4.707
601390 中國中鐵	8/5/2010	4.238
601398 工商銀行	8/5/2010	3.164
601601 中國太保	8/5/2010	21.188
601628 中國人壽	8/5/2010	21.975
601668 中國建築	8/5/2010	3.302
601688 華泰證券	8/5/2010	13.327
601766 中國中車	8/5/2010	4.805
601857 中國石油	8/5/2010	8.841
601988 中國銀行	8/5/2010	2.579
601989 中國重工	8/5/2010	4.546
601998 中信銀行	8/5/2010	4.807
600000 浦發銀行	8/4/2010	9.142
600010 包鋼股份	8/4/2010	1.678
600015 華夏銀行	8/4/2010	6.529
600016 民生銀行	8/4/2010	3.907
600018 上港集團	8/4/2010	3.448
600028 中國石化	8/4/2010	5.388
600030 中信證券	8/4/2010	11.449
600036 招商銀行	8/4/2010	11.422
600048 保利地產	8/4/2010	5.036
600050 中國聯通	8/4/2010	5.197
600104 上汽集團	8/4/2010	12.35
600109 國金證券	8/4/2010	7.237
600111 北方稀土	8/4/2010	9.776
600150 中國船舶	8/4/2010	27.895
600518 康美藥業	8/4/2010	5.758
600519 貴州茅台	8/4/2010	97.568
600585 海螺水泥	8/4/2010	11.772
600637 東方明珠	8/4/2010	6.898
600795 國電電力	8/4/2010	2.86
600837 海通證券	8/4/2010	9.393
600887 伊利股份	8/4/2010	4.835
600893 中航動力	8/4/2010	12.633
600999 招商證券	8/4/2010	15.388
601006 大秦鐵路	8/4/2010	6.679
601088 中國神華	8/4/2010	21.11
601166 興業銀行	8/4/2010	8.541
601169 北京銀行	8/4/2010	7.017
601186 中國鐵建	8/4/2010	6.955
601288 農業銀行	8/4/2010	2.123
601318 中國平安	8/4/2010	21.753
601328 交通銀行	8/4/2010	4.825
601390 中國中鐵	8/4/2010	4.247
601398 工商銀行	8/4/2010	3.209
601601 中國太保	8/4/2010	21.652
601628 中國人壽	8/4/2010	22.058
601668 中國建築	8/4/2010	3.345
601688 華泰證券	8/4/2010	13.531
601766 中國中車	8/4/2010	4.868
601857 中國石油	8/4/2010	8.949
601988 中國銀行	8/4/2010	2.623
601989 中國重工	8/4/2010	4.54
601998 中信銀行	8/4/2010	4.84
600000 浦發銀行	8/3/2010	9.216
600010 包鋼股份	8/3/2010	1.658
600015 華夏銀行	8/3/2010	6.491
600016 民生銀行	8/3/2010	3.914
600018 上港集團	8/3/2010	3.465
600028 中國石化	8/3/2010	5.4
600030 中信證券	8/3/2010	11.432
600036 招商銀行	8/3/2010	11.478
600048 保利地產	8/3/2010	5.116
600050 中國聯通	8/3/2010	5.197
600104 上汽集團	8/3/2010	12.285
600109 國金證券	8/3/2010	7.257
600111 北方稀土	8/3/2010	9.344
600150 中國船舶	8/3/2010	27.801
600518 康美藥業	8/3/2010	5.718
600519 貴州茅台	8/3/2010	96.376
600585 海螺水泥	8/3/2010	11.954
600637 東方明珠	8/3/2010	6.828
600795 國電電力	8/3/2010	2.86
600837 海通證券	8/3/2010	9.384
600887 伊利股份	8/3/2010	4.86
600893 中航動力	8/3/2010	12.633
600999 招商證券	8/3/2010	15.423
601006 大秦鐵路	8/3/2010	6.679
601088 中國神華	8/3/2010	20.95
601166 興業銀行	8/3/2010	8.545
601169 北京銀行	8/3/2010	7.002
601186 中國鐵建	8/3/2010	6.955
601288 農業銀行	8/3/2010	2.123
601318 中國平安	8/3/2010	21.753
601328 交通銀行	8/3/2010	4.81
601390 中國中鐵	8/3/2010	4.228
601398 工商銀行	8/3/2010	3.216
601601 中國太保	8/3/2010	21.179
601628 中國人壽	8/3/2010	22.04
601668 中國建築	8/3/2010	3.337
601688 華泰證券	8/3/2010	13.54
601766 中國中車	8/3/2010	4.814
601857 中國石油	8/3/2010	8.899
601988 中國銀行	8/3/2010	2.631
601989 中國重工	8/3/2010	4.394
601998 中信銀行	8/3/2010	4.824
600000 浦發銀行	8/2/2010	9.457
600010 包鋼股份	8/2/2010	1.683
600015 華夏銀行	8/2/2010	6.739
600016 民生銀行	8/2/2010	3.998
600018 上港集團	8/2/2010	3.524
600028 中國石化	8/2/2010	5.518
600030 中信證券	8/2/2010	11.467
600036 招商銀行	8/2/2010	11.797
600048 保利地產	8/2/2010	5.186
600050 中國聯通	8/2/2010	5.282
600104 上汽集團	8/2/2010	12.725
600109 國金證券	8/2/2010	7.458
600111 北方稀土	8/2/2010	9.365
600150 中國船舶	8/2/2010	28.49
600518 康美藥業	8/2/2010	5.795
600519 貴州茅台	8/2/2010	97.25
600585 海螺水泥	8/2/2010	12.257
600637 東方明珠	8/2/2010	7.017
600795 國電電力	8/2/2010	2.925
600837 海通證券	8/2/2010	9.57
600887 伊利股份	8/2/2010	4.993
600893 中航動力	8/2/2010	12.633
600999 招商證券	8/2/2010	15.823
601006 大秦鐵路	8/2/2010	6.741
601088 中國神華	8/2/2010	21.322
601166 興業銀行	8/2/2010	8.769
601169 北京銀行	8/2/2010	7.208
601186 中國鐵建	8/2/2010	7.064
601288 農業銀行	8/2/2010	2.177
601318 中國平安	8/2/2010	21.753
601328 交通銀行	8/2/2010	4.936
601390 中國中鐵	8/2/2010	4.302
601398 工商銀行	8/2/2010	3.268
601601 中國太保	8/2/2010	21.598
601628 中國人壽	8/2/2010	22.419
601668 中國建築	8/2/2010	3.363
601688 華泰證券	8/2/2010	13.882
601766 中國中車	8/2/2010	4.904
601857 中國石油	8/2/2010	9.017
601988 中國銀行	8/2/2010	2.675
601989 中國重工	8/2/2010	4.497
601998 中信銀行	8/2/2010	4.954
600000 浦發銀行	7/30/2010	9.259
600010 包鋼股份	7/30/2010	1.678
600015 華夏銀行	7/30/2010	6.637
600016 民生銀行	7/30/2010	3.942
600018 上港集團	7/30/2010	3.49
600028 中國石化	7/30/2010	5.512
600030 中信證券	7/30/2010	11.291
600036 招商銀行	7/30/2010	11.581
600048 保利地產	7/30/2010	5.059
600050 中國聯通	7/30/2010	5.206
600104 上汽集團	7/30/2010	12.497
600109 國金證券	7/30/2010	7.384
600111 北方稀土	7/30/2010	9.365
600150 中國船舶	7/30/2010	28.202
600518 康美藥業	7/30/2010	5.591
600519 貴州茅台	7/30/2010	93.944
600585 海螺水泥	7/30/2010	12.13
600637 東方明珠	7/30/2010	6.808
600795 國電電力	7/30/2010	2.901
600837 海通證券	7/30/2010	9.486
600887 伊利股份	7/30/2010	4.893
600893 中航動力	7/30/2010	12.633
600999 招商證券	7/30/2010	15.745
601006 大秦鐵路	7/30/2010	6.648
601088 中國神華	7/30/2010	21.039
601166 興業銀行	7/30/2010	8.504
601169 北京銀行	7/30/2010	7.042
601186 中國鐵建	7/30/2010	6.973
601288 農業銀行	7/30/2010	2.169
601318 中國平安	7/30/2010	21.753
601328 交通銀行	7/30/2010	4.84
601390 中國中鐵	7/30/2010	4.265
601398 工商銀行	7/30/2010	3.224
601601 中國太保	7/30/2010	21.188
601628 中國人壽	7/30/2010	22.123
601668 中國建築	7/30/2010	3.328
601688 華泰證券	7/30/2010	13.753
601766 中國中車	7/30/2010	4.886
601857 中國石油	7/30/2010	8.975
601988 中國銀行	7/30/2010	2.646
601989 中國重工	7/30/2010	4.485
601998 中信銀行	7/30/2010	4.897
600000 浦發銀行	7/29/2010	9.321
600010 包鋼股份	7/29/2010	1.678
600015 華夏銀行	7/29/2010	6.583
600016 民生銀行	7/29/2010	3.935
600018 上港集團	7/29/2010	3.524
600028 中國石化	7/29/2010	5.487
600030 中信證券	7/29/2010	11.414
600036 招商銀行	7/29/2010	11.597
600048 保利地產	7/29/2010	5.051
600050 中國聯通	7/29/2010	5.225
600104 上汽集團	7/29/2010	12.488
600109 國金證券	7/29/2010	7.512
600111 北方稀土	7/29/2010	8.911
600150 中國船舶	7/29/2010	28.334
600518 康美藥業	7/29/2010	5.486
600519 貴州茅台	7/29/2010	94.452
600585 海螺水泥	7/29/2010	12.263
600637 東方明珠	7/29/2010	6.818
600795 國電電力	7/29/2010	2.917
600837 海通證券	7/29/2010	9.589
600887 伊利股份	7/29/2010	4.983
600893 中航動力	7/29/2010	12.633
600999 招商證券	7/29/2010	15.907
601006 大秦鐵路	7/29/2010	6.71
601088 中國神華	7/29/2010	21.26
601166 興業銀行	7/29/2010	8.557
601169 北京銀行	7/29/2010	7.052
601186 中國鐵建	7/29/2010	6.991
601288 農業銀行	7/29/2010	2.2
601318 中國平安	7/29/2010	21.753
601328 交通銀行	7/29/2010	4.854
